909.48,1128.67,0.0
1679.36,2967.61,0.0,50.0
1678.48,2967.47,0.0,50.0
1678.05,2967.39,0.0,50.0
1677.61,2967.32,0.0,50.0
1677.18,2967.25,0.0,50.0
1676.31,2967.11,0.0,50.0
1675.87,2967.03,0.0,50.0
1675.44,2966.96,0.0,50.0
1674.57,2966.82,0.0,50.0
1674.13,2966.74,0.0,50.0
1673.26,2966.6,0.0,50.0
1672.82,2966.53,0.0,50.0
1672.39,2966.46,0.0,50.0
1671.95,2966.38,0.0,50.0
1671.52,2966.31,0.0,50.0
1670.64,2966.17,0.0,50.0
1670.21,2966.1,0.0,50.0
1669.77,2966.02,0.0,50.0
1669.34,2965.95,0.0,50.0
1668.46,2965.8,0.0,50.0
1668.03,2965.73,0.0,50.0
1667.59,2965.66,0.0,50.0
1667.16,2965.59,0.0,50.0
1666.29,2965.44,0.0,50.0
1665.85,2965.37,0.0,50.0
1665.42,2965.3,0.0,50.0
1664.98,2965.23,0.0,50.0
1664.11,2965.09,0.0,50.0
1663.67,2965.02,0.0,50.0
1663.24,2964.95,0.0,50.0
1662.37,2964.81,0.0,50.0
1661.93,2964.74,0.0,50.0
1661.49,2964.67,0.0,50.0
1661.06,2964.6,0.0,50.0
1660.18,2964.47,0.0,50.0
1659.75,2964.4,0.0,50.0
1659.31,2964.33,0.0,50.0
1658.44,2964.2,0.0,50.0
1658,2964.13,0.0,50.0
1657.13,2964,0.0,50.0
1656.69,2963.93,0.0,50.0
1656.25,2963.87,0.0,50.0
1655.82,2963.8,0.0,50.0
1654.94,2963.67,0.0,50.0
1654.51,2963.61,0.0,50.0
1654.07,2963.54,0.0,50.0
1653.63,2963.48,0.0,50.0
1652.76,2963.35,0.0,50.0
1652.33,2963.29,0.0,50.0
1651.89,2963.23,0.0,50.0
1651.01,2963.1,0.0,50.0
1650.57,2963.04,0.0,50.0
1650.14,2962.98,0.0,50.0
1649.7,2962.92,0.0,50.0
1648.83,2962.8,0.0,50.0
1648.39,2962.74,0.0,50.0
1647.95,2962.68,0.0,50.0
1647.08,2962.56,0.0,50.0
1646.63,2962.5,0.0,50.0
1646.2,2962.44,0.0,50.0
1645.32,2962.33,0.0,50.0
1644.88,2962.27,0.0,50.0
1644.45,2962.21,0.0,50.0
1644.01,2962.15,0.0,50.0
1643.13,2962.04,0.0,50.0
1642.7,2961.98,0.0,50.0
1642.26,2961.93,0.0,50.0
1641.38,2961.82,0.0,50.0
1640.95,2961.76,0.0,50.0
1640.07,2961.65,0.0,50.0
1639.63,2961.6,0.0,50.0
1639.19,2961.54,0.0,50.0
1638.31,2961.44,0.0,50.0
1637.87,2961.38,0.0,50.0
1637.44,2961.33,0.0,50.0
1637,2961.28,0.0,50.0
1636.12,2961.18,0.0,50.0
1635.68,2961.13,0.0,50.0
1635.24,2961.07,0.0,50.0
1634.8,2961.02,0.0,50.0
1633.93,2960.92,0.0,50.0
1633.49,2960.87,0.0,50.0
1633.05,2960.82,0.0,50.0
1632.17,2960.72,0.0,50.0
1631.73,2960.67,0.0,50.0
1631.29,2960.62,0.0,50.0
1630.85,2960.57,0.0,50.0
1629.98,2960.47,0.0,50.0
1629.54,2960.42,0.0,50.0
1629.1,2960.38,0.0,50.0
1628.22,2960.28,0.0,50.0
1627.79,2960.23,0.0,50.0
1627.35,2960.18,0.0,50.0
1626.47,2960.09,0.0,50.0
1626.03,2960.04,0.0,50.0
1625.59,2959.99,0.0,50.0
1624.71,2959.89,0.0,50.0
1624.27,2959.84,0.0,50.0
1623.84,2959.8,0.0,50.0
1622.96,2959.7,0.0,50.0
1622.52,2959.65,0.0,50.0
1621.64,2959.56,0.0,50.0
1621.2,2959.51,0.0,50.0
1620.76,2959.46,0.0,50.0
1620.33,2959.41,0.0,50.0
1619.45,2959.32,0.0,50.0
1619.01,2959.27,0.0,50.0
1618.13,2959.17,0.0,50.0
1617.69,2959.12,0.0,50.0
1617.25,2959.08,0.0,50.0
1616.37,2958.98,0.0,50.0
1615.94,2958.93,0.0,50.0
1615.5,2958.88,0.0,50.0
1615.06,2958.83,0.0,50.0
1614.18,2958.74,0.0,50.0
1613.74,2958.69,0.0,50.0
1613.31,2958.64,0.0,50.0
1612.87,2958.59,0.0,50.0
1611.99,2958.49,0.0,50.0
1611.55,2958.44,0.0,50.0
1611.11,2958.39,0.0,50.0
1610.23,2958.29,0.0,50.0
1609.79,2958.24,0.0,50.0
1609.35,2958.19,0.0,50.0
1608.91,2958.14,0.0,50.0
1608.04,2958.04,0.0,50.0
1607.6,2957.99,0.0,50.0
1606.72,2957.89,0.0,50.0
1606.29,2957.84,0.0,50.0
1605.41,2957.74,0.0,50.0
1604.97,2957.69,0.0,50.0
1604.09,2957.59,0.0,50.0
1603.65,2957.54,0.0,50.0
1603.21,2957.49,0.0,50.0
1602.78,2957.44,0.0,50.0
1601.9,2957.34,0.0,50.0
1601.46,2957.29,0.0,50.0
1600.58,2957.19,0.0,50.0
1600.15,2957.14,0.0,50.0
1599.7,2957.08,0.0,50.0
1598.83,2956.98,0.0,50.0
1598.39,2956.93,0.0,50.0
1597.95,2956.88,0.0,50.0
1597.07,2956.77,0.0,50.0
1596.64,2956.72,0.0,50.0
1596.19,2956.67,0.0,50.0
1595.76,2956.61,0.0,50.0
1594.88,2956.51,0.0,50.0
1594.44,2956.45,0.0,50.0
1594,2956.4,0.0,50.0
1593.12,2956.3,0.0,50.0
1592.68,2956.24,0.0,50.0
1592.25,2956.19,0.0,50.0
1591.37,2956.08,0.0,50.0
1590.93,2956.03,0.0,50.0
1590.49,2955.97,0.0,50.0
1589.61,2955.86,0.0,50.0
1589.17,2955.81,0.0,50.0
1588.3,2955.7,0.0,50.0
1587.86,2955.64,0.0,50.0
1587.42,2955.59,0.0,50.0
1586.55,2955.47,0.0,50.0
1586.11,2955.42,0.0,50.0
1585.67,2955.36,0.0,50.0
1584.79,2955.24,0.0,50.0
1584.36,2955.19,0.0,50.0
1583.92,2955.13,0.0,50.0
1583.48,2955.07,0.0,50.0
1582.61,2954.96,0.0,50.0
1582.17,2954.9,0.0,50.0
1581.73,2954.84,0.0,50.0
1580.86,2954.72,0.0,50.0
1580.42,2954.66,0.0,50.0
1579.98,2954.6,0.0,50.0
1579.1,2954.48,0.0,50.0
1578.67,2954.42,0.0,50.0
1578.23,2954.36,0.0,50.0
1577.35,2954.24,0.0,50.0
1576.91,2954.18,0.0,50.0
1576.48,2954.12,0.0,50.0
1575.6,2954,0.0,50.0
1575.17,2953.93,0.0,50.0
1574.73,2953.87,0.0,50.0
1573.85,2953.75,0.0,50.0
1573.42,2953.69,0.0,50.0
1572.54,2953.56,0.0,50.0
1571.66,2953.43,0.0,50.0
1571.22,2953.37,0.0,50.0
1570.79,2953.31,0.0,50.0
1569.92,2953.18,0.0,50.0
1569.48,2953.11,0.0,50.0
1568.61,2952.99,0.0,50.0
1568.17,2952.92,0.0,50.0
1567.3,2952.79,0.0,50.0
1566.86,2952.73,0.0,50.0
1566.42,2952.66,0.0,50.0
1565.55,2952.54,0.0,50.0
1565.11,2952.47,0.0,50.0
1564.24,2952.34,0.0,50.0
1563.8,2952.28,0.0,50.0
1562.93,2952.15,0.0,50.0
1562.49,2952.08,0.0,50.0
1561.62,2951.95,0.0,50.0
1561.18,2951.89,0.0,50.0
1560.31,2951.76,0.0,50.0
1559.87,2951.7,0.0,50.0
1559,2951.57,0.0,50.0
1558.56,2951.51,0.0,50.0
1557.69,2951.38,0.0,50.0
1557.25,2951.32,0.0,50.0
1556.37,2951.2,0.0,50.0
1555.94,2951.14,0.0,50.0
1555.06,2951.02,0.0,50.0
1554.62,2950.97,0.0,50.0
1553.75,2950.85,0.0,50.0
1552.88,2950.74,0.0,50.0
1552.44,2950.69,0.0,50.0
1551.56,2950.58,0.0,50.0
1551.12,2950.53,0.0,50.0
1550.25,2950.43,0.0,50.0
1549.81,2950.38,0.0,50.0
1548.93,2950.29,0.0,50.0
1548.49,2950.24,0.0,50.0
1547.61,2950.16,0.0,50.0
1546.73,2950.07,0.0,50.0
1546.3,2950.03,0.0,50.0
1545.42,2949.94,0.0,50.0
1544.98,2949.9,0.0,50.0
1544.1,2949.82,0.0,50.0
1543.22,2949.75,0.0,50.0
1542.78,2949.71,0.0,50.0
1541.9,2949.64,0.0,50.0
1541.46,2949.6,0.0,50.0
1540.58,2949.53,0.0,50.0
1539.7,2949.47,0.0,50.0
1539.26,2949.43,0.0,50.0
1538.38,2949.37,0.0,50.0
1537.93,2949.34,0.0,50.0
1537.05,2949.27,0.0,50.0
1536.17,2949.21,0.0,50.0
1535.73,2949.18,0.0,50.0
1534.85,2949.13,0.0,50.0
1533.97,2949.07,0.0,50.0
1533.53,2949.05,0.0,50.0
1532.64,2948.99,0.0,50.0
1531.76,2948.94,0.0,50.0
1531.33,2948.92,0.0,50.0
1530.44,2948.87,0.0,50.0
1529.56,2948.82,0.0,50.0
1529.12,2948.8,0.0,50.0
1528.24,2948.76,0.0,50.0
1527.36,2948.71,0.0,50.0
1526.92,2948.69,0.0,50.0
1526.03,2948.65,0.0,50.0
1525.15,2948.61,0.0,50.0
1524.26,2948.57,0.0,50.0
1523.82,2948.55,0.0,50.0
1522.94,2948.51,0.0,50.0
1522.05,2948.47,0.0,50.0
1521.17,2948.44,0.0,50.0
1520.73,2948.42,0.0,50.0
1519.84,2948.38,0.0,50.0
1518.96,2948.35,0.0,50.0
1518.07,2948.31,0.0,50.0
1517.63,2948.29,0.0,50.0
1516.75,2948.26,0.0,50.0
1515.87,2948.22,0.0,50.0
1514.98,2948.19,0.0,50.0
1514.54,2948.17,0.0,50.0
1513.65,2948.14,0.0,50.0
1512.77,2948.1,0.0,50.0
1511.89,2948.07,0.0,50.0
1511,2948.03,0.0,50.0
1510.12,2948,0.0,50.0
1509.68,2947.98,0.0,50.0
1508.79,2947.95,0.0,50.0
1507.91,2947.92,0.0,50.0
1507.03,2947.89,0.0,50.0
1506.14,2947.86,0.0,50.0
1505.26,2947.83,0.0,50.0
1504.38,2947.8,0.0,50.0
1503.93,2947.78,0.0,50.0
1503.05,2947.75,0.0,50.0
1502.17,2947.72,0.0,50.0
1501.28,2947.7,0.0,50.0
1500.4,2947.67,0.0,50.0
1499.51,2947.64,0.0,50.0
1498.63,2947.62,0.0,50.0
1497.74,2947.59,0.0,50.0
1497.31,2947.58,0.0,50.0
1496.42,2947.56,0.0,50.0
1495.54,2947.53,0.0,50.0
1494.65,2947.51,0.0,50.0
1493.77,2947.49,0.0,50.0
1492.88,2947.47,0.0,50.0
1492,2947.45,0.0,50.0
1491.12,2947.43,0.0,50.0
1490.23,2947.41,0.0,50.0
1489.35,2947.39,0.0,50.0
1488.91,2947.38,0.0,50.0
1488.03,2947.36,0.0,50.0
1487.14,2947.34,0.0,50.0
1486.26,2947.32,0.0,50.0
1485.37,2947.3,0.0,50.0
1484.49,2947.28,0.0,50.0
1483.6,2947.26,0.0,50.0
1482.72,2947.24,0.0,50.0
1481.83,2947.23,0.0,50.0
1480.95,2947.21,0.0,50.0
1480.07,2947.19,0.0,50.0
1479.18,2947.17,0.0,50.0
1478.3,2947.16,0.0,50.0
1477.42,2947.14,0.0,50.0
1476.54,2947.13,0.0,50.0
1475.65,2947.11,0.0,50.0
1474.77,2947.09,0.0,50.0
1473.89,2947.08,0.0,50.0
1473,2947.06,0.0,50.0
1472.12,2947.05,0.0,50.0
1471.23,2947.03,0.0,50.0
1470.35,2947.01,0.0,50.0
1469.46,2947,0.0,50.0
1468.58,2946.98,0.0,50.0
1467.69,2946.97,0.0,50.0
1466.81,2946.95,0.0,50.0
1465.92,2946.93,0.0,50.0
1465.04,2946.92,0.0,50.0
1464.16,2946.9,0.0,50.0
1463.27,2946.89,0.0,50.0
1462.39,2946.87,0.0,50.0
1461.51,2946.85,0.0,50.0
1460.62,2946.84,0.0,50.0
1459.74,2946.82,0.0,50.0
1458.86,2946.81,0.0,50.0
1457.98,2946.79,0.0,50.0
1457.09,2946.77,0.0,50.0
1456.21,2946.76,0.0,50.0
1455.33,2946.74,0.0,50.0
1454.44,2946.73,0.0,50.0
1453.56,2946.72,0.0,50.0
1452.24,2946.7,0.0,50.0
1451.35,2946.69,0.0,50.0
1450.47,2946.69,0.0,50.0
1449.59,2946.68,0.0,50.0
1448.7,2946.67,0.0,50.0
1447.82,2946.67,0.0,50.0
1446.94,2946.66,0.0,50.0
1446.06,2946.65,0.0,50.0
1445.17,2946.65,0.0,50.0
1444.29,2946.65,0.0,50.0
1443.41,2946.64,0.0,50.0
1442.08,2946.64,0.0,50.0
1441.2,2946.64,0.0,50.0
1440.32,2946.64,0.0,50.0
1439.43,2946.64,0.0,50.0
1438.55,2946.63,0.0,50.0
1437.67,2946.64,0.0,50.0
1436.78,2946.64,0.0,50.0
1435.9,2946.64,0.0,50.0
1435.02,2946.64,0.0,50.0
1433.69,2946.64,0.0,50.0
1432.81,2946.65,0.0,50.0
1431.93,2946.65,0.0,50.0
1431.04,2946.65,0.0,50.0
1430.16,2946.65,0.0,50.0
1429.28,2946.66,0.0,50.0
1428.39,2946.66,0.0,50.0
1427.51,2946.66,0.0,50.0
1426.18,2946.67,0.0,50.0
1425.29,2946.68,0.0,50.0
1424.41,2946.68,0.0,50.0
1423.52,2946.68,0.0,50.0
1422.64,2946.69,0.0,50.0
1421.75,2946.69,0.0,50.0
1420.43,2946.7,0.0,50.0
1419.54,2946.7,0.0,50.0
1418.66,2946.71,0.0,50.0
1417.78,2946.72,0.0,50.0
1416.89,2946.72,0.0,50.0
1416.01,2946.73,0.0,50.0
1415.13,2946.73,0.0,50.0
1414.24,2946.74,0.0,50.0
1412.92,2946.75,0.0,50.0
1412.04,2946.75,0.0,50.0
1411.15,2946.76,0.0,50.0
1410.27,2946.77,0.0,50.0
1409.38,2946.78,0.0,50.0
1408.5,2946.79,0.0,50.0
1407.62,2946.8,0.0,50.0
1406.73,2946.82,0.0,50.0
1405.85,2946.83,0.0,50.0
1404.52,2946.85,0.0,50.0
1403.63,2946.87,0.0,50.0
1402.75,2946.88,0.0,50.0
1401.87,2946.9,0.0,50.0
1400.98,2946.92,0.0,50.0
1400.1,2946.94,0.0,50.0
1399.22,2946.96,0.0,50.0
1398.34,2946.98,0.0,50.0
1397.45,2947,0.0,50.0
1396.12,2947.04,0.0,50.0
1395.24,2947.07,0.0,50.0
1394.35,2947.09,0.0,50.0
1393.47,2947.12,0.0,50.0
1392.58,2947.14,0.0,50.0
1391.7,2947.17,0.0,50.0
1390.81,2947.2,0.0,50.0
1389.49,2947.24,0.0,50.0
1388.61,2947.26,0.0,50.0
1387.72,2947.29,0.0,50.0
1386.84,2947.32,0.0,50.0
1385.96,2947.35,0.0,50.0
1385.07,2947.38,0.0,50.0
1384.19,2947.41,0.0,50.0
1383.31,2947.44,0.0,50.0
1381.98,2947.48,0.0,50.0
1381.1,2947.52,0.0,50.0
1380.21,2947.55,0.0,50.0
1379.33,2947.58,0.0,50.0
1378.44,2947.61,0.0,50.0
1377.56,2947.64,0.0,50.0
1376.67,2947.68,0.0,50.0
1375.79,2947.71,0.0,50.0
1374.9,2947.74,0.0,50.0
1374.02,2947.77,0.0,50.0
1373.14,2947.8,0.0,50.0
1372.25,2947.84,0.0,50.0
1371.37,2947.87,0.0,50.0
1370.49,2947.9,0.0,50.0
1369.6,2947.93,0.0,50.0
1368.72,2947.96,0.0,50.0
1367.84,2948,0.0,50.0
1366.95,2948.03,0.0,50.0
1365.63,2948.08,0.0,50.0
1364.74,2948.11,0.0,50.0
1363.86,2948.14,0.0,50.0
1362.97,2948.17,0.0,50.0
1362.09,2948.2,0.0,50.0
1361.2,2948.24,0.0,50.0
1360.32,2948.27,0.0,50.0
1359.43,2948.3,0.0,50.0
1358.55,2948.33,0.0,50.0
1357.67,2948.36,0.0,50.0
1356.78,2948.38,0.0,50.0
1355.9,2948.41,0.0,50.0
1355.02,2948.43,0.0,50.0
1354.13,2948.46,0.0,50.0
1353.25,2948.48,0.0,50.0
1352.37,2948.51,0.0,50.0
1351.49,2948.53,0.0,50.0
1350.6,2948.56,0.0,50.0
1349.72,2948.58,0.0,50.0
1348.84,2948.61,0.0,50.0
1347.95,2948.63,0.0,50.0
1347.07,2948.66,0.0,50.0
1345.74,2948.71,0.0,50.0
1344.86,2948.75,0.0,50.0
1343.98,2948.78,0.0,50.0
1343.1,2948.82,0.0,50.0
1342.21,2948.86,0.0,50.0
1341.33,2948.91,0.0,50.0
1340.45,2948.95,0.0,50.0
1339.56,2948.99,0.0,50.0
1338.68,2949.04,0.0,50.0
1337.8,2949.09,0.0,50.0
1336.92,2949.15,0.0,50.0
1336.04,2949.2,0.0,50.0
1335.16,2949.26,0.0,50.0
1334.28,2949.31,0.0,50.0
1333.4,2949.37,0.0,50.0
1332.52,2949.44,0.0,50.0
1331.63,2949.5,0.0,50.0
1330.76,2949.56,0.0,50.0
1329.88,2949.63,0.0,50.0
1328.99,2949.7,0.0,50.0
1327.67,2949.81,0.0,50.0
1326.79,2949.89,0.0,50.0
1325.91,2949.96,0.0,50.0
1325.04,2950.04,0.0,50.0
1324.16,2950.12,0.0,50.0
1323.28,2950.2,0.0,50.0
1322.4,2950.28,0.0,50.0
1321.52,2950.37,0.0,50.0
1320.64,2950.45,0.0,50.0
1319.76,2950.54,0.0,50.0
1318.88,2950.63,0.0,50.0
1318,2950.72,0.0,50.0
1316.68,2950.86,0.0,50.0
1315.8,2950.96,0.0,50.0
1314.92,2951.06,0.0,50.0
1314.04,2951.16,0.0,50.0
1313.16,2951.26,0.0,50.0
1312.29,2951.36,0.0,50.0
1311.41,2951.47,0.0,50.0
1310.53,2951.57,0.0,50.0
1309.21,2951.74,0.0,50.0
1308.33,2951.85,0.0,50.0
1307.45,2951.96,0.0,50.0
1306.57,2952.07,0.0,50.0
1305.69,2952.18,0.0,50.0
1304.82,2952.3,0.0,50.0
1303.94,2952.42,0.0,50.0
1303.06,2952.54,0.0,50.0
1301.75,2952.72,0.0,50.0
1300.87,2952.84,0.0,50.0
1299.99,2952.96,0.0,50.0
1299.12,2953.08,0.0,50.0
1298.24,2953.2,0.0,50.0
1297.36,2953.32,0.0,50.0
1296.05,2953.49,0.0,50.0
1295.17,2953.61,0.0,50.0
1294.3,2953.72,0.0,50.0
1293.42,2953.84,0.0,50.0
1292.55,2953.95,0.0,50.0
1291.23,2954.12,0.0,50.0
1290.36,2954.24,0.0,50.0
1289.48,2954.35,0.0,50.0
1288.6,2954.45,0.0,50.0
1287.72,2954.56,0.0,50.0
1286.41,2954.72,0.0,50.0
1285.53,2954.82,0.0,50.0
1284.65,2954.92,0.0,50.0
1283.78,2955.02,0.0,50.0
1282.46,2955.17,0.0,50.0
1281.59,2955.26,0.0,50.0
1280.71,2955.36,0.0,50.0
1279.83,2955.45,0.0,50.0
1278.95,2955.54,0.0,50.0
1277.63,2955.68,0.0,50.0
1276.76,2955.77,0.0,50.0
1275.88,2955.86,0.0,50.0
1274.56,2956,0.0,50.0
1273.68,2956.09,0.0,50.0
1272.8,2956.17,0.0,50.0
1271.92,2956.26,0.0,50.0
1271.04,2956.34,0.0,50.0
1269.71,2956.47,0.0,50.0
1268.84,2956.56,0.0,50.0
1267.96,2956.64,0.0,50.0
1267.08,2956.72,0.0,50.0
1265.76,2956.84,0.0,50.0
1264.88,2956.92,0.0,50.0
1264,2957,0.0,50.0
1263.12,2957.07,0.0,50.0
1261.8,2957.19,0.0,50.0
1260.92,2957.27,0.0,50.0
1260.04,2957.35,0.0,50.0
1258.72,2957.46,0.0,50.0
1257.83,2957.53,0.0,50.0
1256.95,2957.61,0.0,50.0
1256.07,2957.68,0.0,50.0
1254.74,2957.79,0.0,50.0
1253.86,2957.87,0.0,50.0
1252.98,2957.94,0.0,50.0
1251.66,2958.05,0.0,50.0
1250.78,2958.12,0.0,50.0
1249.89,2958.19,0.0,50.0
1248.57,2958.29,0.0,50.0
1247.69,2958.35,0.0,50.0
1246.81,2958.42,0.0,50.0
1245.93,2958.48,0.0,50.0
1244.61,2958.57,0.0,50.0
1243.72,2958.62,0.0,50.0
1242.84,2958.68,0.0,50.0
1241.96,2958.74,0.0,50.0
1240.63,2958.81,0.0,50.0
1239.75,2958.86,0.0,50.0
1238.87,2958.91,0.0,50.0
1237.99,2958.96,0.0,50.0
1236.67,2959.03,0.0,50.0
1235.79,2959.07,0.0,50.0
1234.9,2959.11,0.0,50.0
1233.58,2959.18,0.0,50.0
1232.7,2959.22,0.0,50.0
1231.81,2959.25,0.0,50.0
1230.48,2959.3,0.0,50.0
1229.6,2959.34,0.0,50.0
1228.28,2959.38,0.0,50.0
1227.39,2959.41,0.0,50.0
1226.51,2959.43,0.0,50.0
1225.18,2959.46,0.0,50.0
1224.3,2959.48,0.0,50.0
1223.41,2959.5,0.0,50.0
1222.09,2959.53,0.0,50.0
1221.2,2959.54,0.0,50.0
1219.88,2959.56,0.0,50.0
1218.99,2959.57,0.0,50.0
1218.11,2959.59,0.0,50.0
1216.78,2959.6,0.0,50.0
1215.9,2959.61,0.0,50.0
1215.01,2959.62,0.0,50.0
1213.69,2959.64,0.0,50.0
1212.81,2959.64,0.0,50.0
1211.48,2959.66,0.0,50.0
1210.6,2959.67,0.0,50.0
1209.71,2959.68,0.0,50.0
1208.38,2959.7,0.0,50.0
1207.5,2959.7,0.0,50.0
1206.62,2959.72,0.0,50.0
1205.29,2959.73,0.0,50.0
1204.41,2959.74,0.0,50.0
1203.08,2959.75,0.0,50.0
1202.2,2959.76,0.0,50.0
1201.32,2959.76,0.0,50.0
1199.99,2959.78,0.0,50.0
1199.11,2959.78,0.0,50.0
1197.78,2959.8,0.0,50.0
1196.89,2959.8,0.0,50.0
1195.57,2959.82,0.0,50.0
1194.69,2959.82,0.0,50.0
1193.8,2959.83,0.0,50.0
1192.48,2959.84,0.0,50.0
1191.59,2959.85,0.0,50.0
1190.27,2959.86,0.0,50.0
1189.38,2959.87,0.0,50.0
1188.5,2959.88,0.0,50.0
1187.17,2959.88,0.0,50.0
1186.29,2959.89,0.0,50.0
1184.96,2959.89,0.0,50.0
1184.08,2959.89,0.0,50.0
1183.2,2959.88,0.0,50.0
1181.87,2959.88,0.0,50.0
1180.99,2959.87,0.0,50.0
1180.1,2959.87,0.0,50.0
1178.78,2959.86,0.0,50.0
1177.9,2959.85,0.0,50.0
1177.01,2959.84,0.0,50.0
1176.13,2959.83,0.0,50.0
1174.8,2959.81,0.0,50.0
1173.92,2959.8,0.0,50.0
1172.59,2959.78,0.0,50.0
1171.71,2959.76,0.0,50.0
1170.82,2959.75,0.0,50.0
1169.94,2959.73,0.0,50.0
1168.62,2959.7,0.0,50.0
1167.73,2959.68,0.0,50.0
1166.85,2959.66,0.0,50.0
1165.96,2959.63,0.0,50.0
1164.63,2959.6,0.0,50.0
1163.75,2959.57,0.0,50.0
1162.87,2959.55,0.0,50.0
1161.98,2959.53,0.0,50.0
1160.66,2959.49,0.0,50.0
1159.77,2959.47,0.0,50.0
1158.89,2959.44,0.0,50.0
1157.57,2959.4,0.0,50.0
1156.68,2959.37,0.0,50.0
1155.8,2959.35,0.0,50.0
1154.47,2959.3,0.0,50.0
1153.58,2959.27,0.0,50.0
1152.7,2959.24,0.0,50.0
1151.82,2959.2,0.0,50.0
1150.49,2959.15,0.0,50.0
1149.61,2959.11,0.0,50.0
1148.72,2959.07,0.0,50.0
1147.4,2959.01,0.0,50.0
1146.52,2958.97,0.0,50.0
1145.63,2958.93,0.0,50.0
1144.75,2958.88,0.0,50.0
1143.43,2958.81,0.0,50.0
1142.55,2958.76,0.0,50.0
1141.67,2958.7,0.0,50.0
1140.35,2958.62,0.0,50.0
1139.46,2958.56,0.0,50.0
1138.58,2958.5,0.0,50.0
1137.26,2958.41,0.0,50.0
1136.38,2958.34,0.0,50.0
1135.5,2958.27,0.0,50.0
1134.17,2958.17,0.0,50.0
1133.29,2958.09,0.0,50.0
1131.97,2957.98,0.0,50.0
1131.1,2957.9,0.0,50.0
1130.22,2957.82,0.0,50.0
1128.9,2957.7,0.0,50.0
1128.02,2957.62,0.0,50.0
1126.7,2957.49,0.0,50.0
1125.82,2957.4,0.0,50.0
1124.5,2957.27,0.0,50.0
1123.62,2957.18,0.0,50.0
1122.3,2957.05,0.0,50.0
1121.42,2956.96,0.0,50.0
1120.1,2956.83,0.0,50.0
1119.22,2956.74,0.0,50.0
1117.9,2956.6,0.0,50.0
1117.02,2956.51,0.0,50.0
1115.7,2956.38,0.0,50.0
1114.82,2956.29,0.0,50.0
1113.5,2956.15,0.0,50.0
1112.62,2956.06,0.0,50.0
1111.3,2955.93,0.0,50.0
1110.42,2955.84,0.0,50.0
1109.1,2955.71,0.0,50.0
1108.22,2955.62,0.0,50.0
1106.9,2955.49,0.0,50.0
1105.58,2955.36,0.0,50.0
1104.7,2955.27,0.0,50.0
1103.38,2955.14,0.0,50.0
1102.5,2955.05,0.0,50.0
1101.18,2954.92,0.0,50.0
1100.31,2954.82,0.0,50.0
1098.99,2954.68,0.0,50.0
1097.67,2954.53,0.0,50.0
1096.8,2954.43,0.0,50.0
1095.48,2954.28,0.0,50.0
1094.16,2954.12,0.0,50.0
1093.29,2954.01,0.0,50.0
1091.97,2953.83,0.0,50.0
1090.66,2953.66,0.0,50.0
1089.79,2953.53,0.0,50.0
1088.48,2953.34,0.0,50.0
1087.17,2953.15,0.0,50.0
1085.86,2952.94,0.0,50.0
1084.55,2952.73,0.0,50.0
1083.68,2952.59,0.0,50.0
1082.38,2952.36,0.0,50.0
1081.07,2952.13,0.0,50.0
1079.77,2951.9,0.0,50.0
1078.9,2951.74,0.0,50.0
1077.6,2951.5,0.0,50.0
1076.3,2951.25,0.0,50.0
1075.43,2951.08,0.0,50.0
1074.13,2950.82,0.0,50.0
1072.83,2950.56,0.0,50.0
1071.53,2950.3,0.0,50.0
1070.66,2950.12,0.0,50.0
1069.37,2949.84,0.0,50.0
1068.07,2949.56,0.0,50.0
1066.78,2949.28,0.0,50.0
1065.48,2948.99,0.0,50.0
1064.62,2948.8,0.0,50.0
1063.33,2948.51,0.0,50.0
1062.03,2948.21,0.0,50.0
1061.17,2948.01,0.0,50.0
1059.88,2947.72,0.0,50.0
1058.59,2947.42,0.0,50.0
1057.73,2947.23,0.0,50.0
1056.43,2946.93,0.0,50.0
1055.57,2946.72,0.0,50.0
1054.28,2946.42,0.0,50.0
1053.42,2946.22,0.0,50.0
1052.13,2945.91,0.0,50.0
1051.27,2945.71,0.0,50.0
1049.98,2945.4,0.0,50.0
1049.12,2945.2,0.0,50.0
1047.83,2944.89,0.0,50.0
1046.97,2944.69,0.0,50.0
1046.11,2944.48,0.0,50.0
1044.82,2944.18,0.0,50.0
1043.96,2943.97,0.0,50.0
1042.67,2943.67,0.0,50.0
1041.81,2943.47,0.0,50.0
1040.95,2943.27,0.0,50.0
1039.66,2942.96,0.0,50.0
1038.8,2942.76,0.0,50.0
1037.94,2942.56,0.0,50.0
1036.66,2942.26,0.0,50.0
1035.8,2942.06,0.0,50.0
1034.93,2941.86,0.0,50.0
1033.64,2941.55,0.0,50.0
1032.79,2941.35,0.0,50.0
1031.92,2941.15,0.0,50.0
1030.63,2940.84,0.0,50.0
1029.78,2940.64,0.0,50.0
1028.91,2940.43,0.0,50.0
1027.63,2940.12,0.0,50.0
1026.77,2939.91,0.0,50.0
1025.91,2939.71,0.0,50.0
1024.62,2939.39,0.0,50.0
1023.76,2939.18,0.0,50.0
1022.9,2938.97,0.0,50.0
1022.04,2938.76,0.0,50.0
1020.76,2938.44,0.0,50.0
1019.9,2938.22,0.0,50.0
1019.04,2938,0.0,50.0
1018.19,2937.78,0.0,50.0
1016.9,2937.45,0.0,50.0
1016.05,2937.23,0.0,50.0
1015.19,2937.01,0.0,50.0
1014.34,2936.79,0.0,50.0
